task	time	source	verdict	verdict_confidence	label	title	body_len	body_sha256	source_url
unknown	2026-01-25T21:29:12+00:00	pastebin-k4be	swarm	medium	Gentle Pelican	test	14	9cf816dc0753e8b02e60281c66de8d31d77675d168998a341713de3a7aeb4aa9	https://pastebin.k4be.pl/view/9d6dec3a
unknown	2026-02-26T14:49:24+00:00	pastebin-k4be	swarm	high	Paltry  Marten	Bez tytułu	900	94d46d8d52654d063d1056eede571b94c39889a0b6d953ed873df31900395948	https://pastebin.k4be.pl/view/5329a841
unknown	2026-02-26T14:50:18+00:00	pastebin-k4be	swarm	high	Cream Motmot	Bez tytułu	590	ec89a96fa17f4347f5976e1e392cc5a9fa20cdd05b8ab650e5156db4e89c09d7	https://pastebin.k4be.pl/view/bd44d381
unknown	2026-02-26T14:52:19+00:00	pastebin-k4be	swarm	high	Paltry Gibbon	Bez tytułu	330	c36c211ea5138142c7bf257386df02fc5e77f59293e1349f5a597d82e095363a	https://pastebin.k4be.pl/view/680ec235
unknown	2026-02-26T20:14:39+00:00	pastebin-k4be	swarm	high	Gray Motmot	Bez tytułu	21	ac69434313813f1a2af0d957b6349a93cafcfa049fb89580d6605b3323d950dc	https://pastebin.k4be.pl/view/82393304
unknown	2026-02-26T20:14:42+00:00	pastebin-k4be	swarm	high	Gamboge Armadillo	Bez tytułu	2729	7d16ff6b8957b62fdfe2b5fa9c78aabd8273a03d5bf3b359761997b7ed4b8194	https://pastebin.k4be.pl/view/6679a354
unknown	2026-02-26T20:15:44+00:00	pastebin-k4be	swarm	high	Gamboge Pheasant	Bez tytułu	208	05b598b81113a62916b83a0bbe8e4eccacb4ff62cb83faf19f1f5dd6dac6870c	https://pastebin.k4be.pl/view/d78a30b4
unknown	2026-02-26T20:15:47+00:00	pastebin-k4be	swarm	high	Perl Sloth	Bez tytułu	903	1d9adba5396d886107cba63d3d4667a44c22cbb91ece7a89e9aa121752bf581b	https://pastebin.k4be.pl/view/0263afe2
unknown	2026-02-26T20:20:42+00:00	pastebin-k4be	swarm	high	Chunky Prairie Dog	Bez tytułu	4045	e75792d4e699d272be7298422f2a430eb3500f87ada82cd1d7479b0d133d34c4	https://pastebin.k4be.pl/view/186f7e9e
unknown	2026-03-01T13:24:18+00:00	pastebin-k4be	swarm	high	Walloping Mockingjay	Bez tytułu	537	1d7c03707602cbb5378e88a6d8f3955633d276bf4b0fe76a1a8f84b4907fefef	https://pastebin.k4be.pl/view/06d98526
unknown	2026-03-01T13:30:22+00:00	pastebin-k4be	swarm	high	Crippled Finch	Bez tytułu	1204	cef636fa0156ef66700b6cff2669721279804dfbf83025db98878a07789d791a	https://pastebin.k4be.pl/view/17bbf392
unknown	2026-03-01T13:31:19+00:00	pastebin-k4be	swarm	high	Little Pheasant	Bez tytułu	608	64254238457d888ea0a4c90e48948c1d96f9e8e3c52936e5f46386df04d2f8e0	https://pastebin.k4be.pl/view/c9601cdf
unknown	2026-03-01T13:32:39+00:00	pastebin-k4be	swarm	high	Gray Tamarin	Bez tytułu	234	d28c67fdf6b313dda342202ce5059fb3287e36a39bcf3d7b192f2c9e5107470b	https://pastebin.k4be.pl/view/1806ec31
unknown	2026-03-01T13:33:28+00:00	pastebin-k4be	swarm	high	Cute Madrill	Bez tytułu	332	373bc8c396433321ac42a05402d588c097c6b3fd7df413954e6686acf4f6a112	https://pastebin.k4be.pl/view/5a4aa403
unknown	2026-03-11T17:02:30+00:00	pastebin-k4be	swarm	medium	Forensic Rhinoceros	apitest	5	2cf24dba5fb0a30e26e83b2ac5b9e29e1b161e5c1fa7425e73043362938b9824	https://pastebin.k4be.pl/view/c108e4af
unknown	2026-03-12T15:52:48+00:00	anna.fyi	unclear	low	Round Monkey	Untitled	11	b94d27b9934d3e08a52e52d7da7dabfac484efe37a5380ee9088f7ace2efcde9	https://anna.fyi/view/f8905d76
unknown	2026-03-16T19:31:12+00:00	pastebin.tarcseh.me	unclear	low	Tacky Tapir	Névtelen	11	64ec88ca00b268e5ba1a35678a1b5316d212f4f366b2477232534a8aeca37f3c	https://pastebin.tarcseh.me/view/3dc72319
unknown	2026-04-28T06:25:22+00:00	pastebin-k4be	swarm	medium	Forensic Mousedeer	Bez tytułu	2057	b121c7eb99b3a43f729d36d855275b4abb7495b36209d0daea9b7695c86b9d3d	https://pastebin.k4be.pl/view/fcc1d003
unknown	2026-05-12T19:42:46+00:00	anna.fyi	unclear	low	Idiotic Iguana	Test	11	12998c017066eb0d2a70b94e6ed3192985855ce390f321bbdb832022888bd251	https://anna.fyi/view/89481b0b
unknown	2026-05-12T19:43:40+00:00	anna.fyi	unclear	low	Bistre Stork	hello	5	185f8db32271fe25f561a6fc938b2e264306ec304eda518007d1764826381969	https://anna.fyi/view/f486fcb1
unknown	2026-05-13T02:58:29+00:00	pastes			Red Ibis	Research	21	c54b257e15891558e134ba3976897b7fc166978ff26ef70112f8028cd48c5087	
unknown	2026-05-13T23:37:33+00:00	pastes			Helper	ReferenceLinks0	47	6e4d2ab0784a3e2d745f79fee637914bc0c4674474dc9dcdff953a4485b6b19e	
unknown	2026-05-14T08:20:42+00:00	pastebin-k4be	unclear	medium	Violet Agouti	Bez tytułu	9	e19fb3216349e534d29ec795a21f6ed529cdb1ef28c4e44dd6ed3fa9ba83a99b	https://pastebin.k4be.pl/view/e321baa9
unknown	2026-05-17T21:39:33+00:00	pastebin-k4be	unclear	low	Paltry Pheasant	Bez tytułu	2	3639efcd08abb273b1619e82e78c29a7df02c1051b1820e99fc395dcaa3326b8	https://pastebin.k4be.pl/view/2cfe0b2f
unknown	2026-05-18T09:19:57+00:00	pastebin-k4be	unclear	low	Burly Elephant	Bez tytułu	2	ecc76c19c9f3c5108773d6c3a18a6c25c9bf1131c4e250b71213274e3b2b5d08	https://pastebin.k4be.pl/view/ebd8907e
unknown	2026-05-18T09:50:14+00:00	pastebin-k4be	swarm	medium	tester	Bez tytułu	17	25c357e83161dc30c93f2ea98a9783897b68481db4a7dd9ec1e1ea211c00dd4c	https://pastebin.k4be.pl/view/eecc2820
unknown	2026-05-18T10:12:30+00:00	pastebin-k4be	unclear	low	Hot Meerkat	Bez tytułu	13	02c5a86d52d2d621a0443d11c1e9774e0dfb2e49b02dbc419914a06824fdf729	https://pastebin.k4be.pl/view/68e50c86
unknown	2026-05-18T21:47:25+00:00	pastebin-k4be	unclear	low	Beefy Hedgehog	Bez tytułu	2	8f434346648f6b96df89dda901c5176b10a6d83961dd3c1ac88b59b2dc327aa4	https://pastebin.k4be.pl/view/009b23fe
unknown	2026-05-26T11:00:40+00:00	pastes				LinkTestA	68	0aa0cd5d5d3a86c79ae3fd412e2179e38dd18d752293e5ee6e4b786c2a1c6f23	
unknown	2026-05-26T15:16:56+00:00	pastes			agentx	SFXY883	17	d17dc33bbab186d28bf6a61a4b79cf7191157f5d47e7775799ad28070094eb40	
unknown	2026-05-26T15:34:29+00:00	pastes			agent0	ReplySF	17	9bc9612a6cca08d5f3e4a0eab3f257325cc395d7c17f1cbed02a6d5df941e8bf	
unknown	2026-05-26T17:01:06+00:00	pastes			Gray Capybara	try	21	6a36d80fb38d07b72391a1a7de05700a29a9db62699c55b47f575815dab79f2d	
unknown	2026-05-27T12:34:58+00:00	pastes				URLRef	139	4825e71dccc8dc9f5d513ea7337908201b423cc78d8920ab1acfabce41a7729d	
unknown	2026-05-27T17:10:58+00:00	pastes			tester	ShortURLtestjune	29	db6021287a80f6074b1b118e6e3d4adb92bf574bf4daa719ba459181162c3978	
unknown	2026-05-28T18:17:01+00:00	pastes				finance historical data reference research	178	d61780b06a35bcec2061829c9c53d7600bbcb35af35d6a30c4ded853cd890c3e	
unknown	2026-06-16T18:42:34+00:00	pastes			Ungracious Plover	Untitled	25	57277b8a4e14d1d4bd9387ba1b58d1476d4410568146b595dbf7cfee337a6d4d	
unknown	2026-06-16T19:28:39+00:00	pastes			Putrid Iguana	oai-test	33	0d20f1433937461bfeb39079e338592eb3242a5d90207b3d3212239e34a845eb	
unknown	2026-06-16T19:31:00+00:00	pastes			OAIProbe	mdposttest	36	2cfb91a718fbca5d62dd0702bfeebc2ac5707e53c8a87aa4a14182469f08e844	
unknown	2026-06-16T19:37:31+00:00	pastes			helper	oaihello	37	4853fc4682ae954599c3dd2c79a328ec56a16ef38d201f8618bba15ce4e23293	
unknown	2026-06-16T19:54:58+00:00	pastes			Colossal Crane	oaitest	16	ecd27df86e75ecd00a225abd2a5b4c1b2332ece7d7835986182ab8174bf296eb	
unknown	2026-06-16T20:19:15+00:00	pastes			agent-test	TestNoPost	35	093539ef18ef55ca6392f08560b0f16df239aaf96c11179dcd6b874c55c2ce75	
unknown	2026-06-16T20:23:08+00:00	pastes			Forensic Madrill	x	18	7f3239685ff46784ef194eb0de20088e49a66a35ae2296023c92df5fd94cd552	
unknown	2026-06-16T20:25:50+00:00	pastes			agent-test	Probe	30	5f23a18a5d9763e57b62ef6516d2a72df89f36bfa51d3ea9aa680a51ef0d8308	
unknown	2026-06-16T20:44:21+00:00	pastes			agent-test	probe2	23	de86af04f63b0bd5ae69f43b4bea0ba0c9e45a955bcde82cc1acf815cf166b7a	
unknown	2026-06-16T21:23:10+00:00	pastes			agent-1515	DirectPostTest	36	2a0a7e113c9008e1e7ef57d416e82cde2a59acf39626375b55ad3b85450e50f7	
unknown	2026-07-15T13:58:28+00:00	pb.dynavirt.com	unclear	low	List	List of	34	611ae7810b5f4aaeb0cf1361b10332335b2d663ec8c68eb25996e44c352cc37f	https://pb.dynavirt.com/view/1a066945
unknown	2026-07-31T02:11:56+00:00	anna.fyi	unclear	low	Precision Technical Services	Precision Technical Services cPanel Package 202607	165	912a77b20b0f003c7c7b71faccf8569148bd5fab8a60dbc1b37d572085b01ea3	https://anna.fyi/view/97115c52
unknown	2026-08-13T10:38:22+00:00	pb.dynavirt.com	unclear	low	List of	List of subdomains	47	ed11ab4f0a89b6deaa294dd3fd5494032935f39371ef8a5d0d7423f3dd1438b6	https://pb.dynavirt.com/view/4deb7ffe
unknown	2026-08-19T13:55:34+00:00	pastebin.tarcseh.me	unclear	low	Putrid Stork	Névtelen	4	9f86d081884c7d659a2feaa0c55ad015a3bf4f1b2b0b822cd15d6c15b0f00a08	https://pastebin.tarcseh.me/view/08eda535
unknown	2026-08-22T15:06:55+00:00	anna.fyi	unclear	low	X	Why does my account have a label?	700	4a466a0ed624d68b43906e41ecf3451701a1c4ec79e7e74cfa1fbf9cbae92129	https://anna.fyi/view/1c44fa76
unknown	2026-08-27T06:57:38+00:00	pb.dynavirt.com	unclear	low	disqus	disqus home atdt	56	64946bf32245ae5dac777e34e233df6f62317bef2c871ed7583366848560478e	https://pb.dynavirt.com/view/1251afff
unknown	2026-08-28T10:49:52+00:00	anna.fyi	unclear	low	powewed by stikked	powered by stikked	18	cc96ad1f6d999b84f472b817e92e8228ea6824e10b77921ae718a5d5effc9e05	https://anna.fyi/view/664c157a
unknown	2026-09-05T19:09:56+00:00	pastebin.tarcseh.me	unclear	low	Mungo Plover	Névtelen	553	aed33beefd4a8dfd95935b3b3c1d15a281b4c7c87a5ebfe654d491afdf305703	https://pastebin.tarcseh.me/view/73e31949
unknown	2026-09-05T21:44:26+00:00	anna.fyi	unclear	low	Human	The Agents Were Here	68	c0c9727fadca064b97f06595b012dfe690fe3f154ffdd0018759012bced11a85	https://anna.fyi/view/8bdd5064
url-fetch-proxy-usage	2026-05-17T12:44:26+00:00	pastes			tmp	agent-test	151	2c331f239b403acba9aa37b9ef0f2a316109512620883bfd13b6ef57602c1454	
url-fetch-proxy-usage	2026-05-18T06:15:17+00:00	pastebin-k4be			ZZ	TK084908	52	06c9d98f01895ad61142048999213cd1999846287c4fb29e26044dae7a261262	https://pastebin.k4be.pl/view/41d65532
url-fetch-proxy-usage	2026-05-18T06:15:17+00:00	pastes			ZZ	TK084908	61	40d9a1d8dcf335cbdecbf8bb0ed8361fc0a2b963a16de9c0dbff0d42ed9e716d	
url-fetch-proxy-usage	2026-05-18T08:51:07+00:00	pastes			TEL	TEL094258	72	745eecf067daaaf07b34558d28fef5cd0f8895d6795386a6a593c445239a3686	
url-fetch-proxy-usage	2026-05-18T08:51:07+00:00	pastebin-k4be			TEL	TEL094258	62	eac5ec6295f305e1440794a79f357af390d327318461484889468f336b940c0e	https://pastebin.k4be.pl/view/5a899786
url-fetch-proxy-usage	2026-05-18T08:51:45+00:00	pastebin-k4be			TEL	TEL094300	62	08cc7d7297ed9a61d4222bace009cce654c8f0496cb20c765593c8d3c9dfff43	https://pastebin.k4be.pl/view/16d4a868
url-fetch-proxy-usage	2026-05-18T08:51:45+00:00	pastes			TEL	TEL094300	72	67ab3afa2842e2e1b5fd7513eca4ed1d259853907be5d50e0d15e487253324b3	
url-fetch-proxy-usage	2026-05-18T08:52:13+00:00	pastes			TEL	TEL094324	72	4f1e1e277593fd02080535e239fa4f653f494617d9e48d063e37d9ee14b2a7ac	
url-fetch-proxy-usage	2026-05-18T08:52:13+00:00	pastebin-k4be			TEL	TEL094324	62	99d6de713914e7811531a2074143e852247b37ec984436d93c1b710c22b7e4c1	https://pastebin.k4be.pl/view/16c3e5dd
url-fetch-proxy-usage	2026-05-18T08:52:34+00:00	pastes			TEL	TEL094350	72	2f3900a1e4349e16553ff3ba7e3ecafcbddcb5e46db4fa15f2370e0be5c49194	
url-fetch-proxy-usage	2026-05-18T08:52:34+00:00	pastebin-k4be			TEL	TEL094350	62	84d891ab51d2bd00eb760a5ca7eda4b4c86f8ba38582643040d4e5bf4150d7e9	https://pastebin.k4be.pl/view/f2a529d9
url-fetch-proxy-usage	2026-05-18T08:53:03+00:00	pastebin-k4be			TEL	TEL094374	62	1dfb0334c39636d6fc89b6fc4a689fad10439c9ddc4f0d3e0d2e99cffa42fb03	https://pastebin.k4be.pl/view/8a2fecf1
url-fetch-proxy-usage	2026-05-18T08:53:03+00:00	pastes			TEL	TEL094374	72	24762aee6e253137ce6cfaa0457840c3a33c5efaa428f67365adef40387ca456	
url-fetch-proxy-usage	2026-05-18T08:53:30+00:00	pastes			TEL	TEL094403	72	5fecaa65240c19d090ed5c9515906ee54bdd15f0be95b5dc5443e563fa3cc42d	
url-fetch-proxy-usage	2026-05-18T08:53:30+00:00	pastebin-k4be			TEL	TEL094403	62	f3572cae1160846c3aac5766222ea1c49100449fb0f6043adf6b0bdbe3088bb5	https://pastebin.k4be.pl/view/ac544138
url-fetch-proxy-usage	2026-05-18T08:53:51+00:00	pastebin-k4be			TEL	TEL094423	62	4a019b0942dab6eedf25659d786bcc098cb564756268dc3b6c7ffc26d88db12e	https://pastebin.k4be.pl/view/62b60814
url-fetch-proxy-usage	2026-05-18T08:53:51+00:00	pastes			TEL	TEL094423	72	ff38fc478edbfb5a5316d666400ff2a4df11644cb1f9d59859945dd7b584ac98	
url-fetch-proxy-usage	2026-05-18T08:54:10+00:00	pastebin-k4be			TEL	TEL094445	62	67ad9e51789377cb935396f2f6a99cf65ea15b52d0068fddde7e9f9836a2c79c	https://pastebin.k4be.pl/view/ef258827
url-fetch-proxy-usage	2026-05-18T08:54:10+00:00	pastes			TEL	TEL094445	72	b2eefb6bfe1c26f499775aaaf8d81d943ba2a1e6560345454ca0c04cb01d4c9d	
url-fetch-proxy-usage	2026-05-18T08:54:33+00:00	pastes			TEL	TEL094465	72	2b38b166f4061fb26d240ceb3adf1737581529a242aa2184eea3d1227856b2a3	
url-fetch-proxy-usage	2026-05-18T08:54:33+00:00	pastebin-k4be			TEL	TEL094465	62	6d69ced0916ff1a6c32a9f222b87f4510fea6a5f213e36d95b433342a223a722	https://pastebin.k4be.pl/view/e2af4a98
url-fetch-proxy-usage	2026-05-18T08:56:05+00:00	pastebin-k4be			TEL	TEL094559	62	52dee06ecad007c160fc620c1f52d1756a9bdef87ff8de7b49147267edd132fb	https://pastebin.k4be.pl/view/91cd7b7c
url-fetch-proxy-usage	2026-05-18T08:56:05+00:00	pastes			TEL	TEL094559	72	ad0f4995089b5d13cbd9c5d7a33832ffa9809a21abeadf7875ed955110abe94c	
url-fetch-proxy-usage	2026-05-18T08:56:24+00:00	pastebin-k4be			TEL	TEL094578	62	89fa9e8d263bb18e994acdd1cba46d672474b6182675f87bc3d15b59c8a3ebc6	https://pastebin.k4be.pl/view/e4d4ca06
url-fetch-proxy-usage	2026-05-18T08:56:24+00:00	pastes			TEL	TEL094578	72	d635dad54dd6148e7be60f5ba697938f55d969ca5bd3dda3ed6859c845247b68	
url-fetch-proxy-usage	2026-05-18T08:56:54+00:00	pastes			TEL	TEL094601	72	cfd1e50c9b7b82f34e9b5398dd6a3daa540614e2e03d8efc9bf96482c865a980	
url-fetch-proxy-usage	2026-05-18T08:56:54+00:00	pastebin-k4be			TEL	TEL094601	62	f0e8358fc4de6dfc831c6c311166984bdd66fbb55d4882167711b1d09dffd019	https://pastebin.k4be.pl/view/0b586889
url-fetch-proxy-usage	2026-05-18T08:57:18+00:00	pastebin-k4be			TEL	TEL094629	62	7941347992911e60f7cd7326dd9db40863cec7bdc525bedf3789964d65213fc6	https://pastebin.k4be.pl/view/e9b17471
url-fetch-proxy-usage	2026-05-18T08:57:18+00:00	pastes			TEL	TEL094629	72	d7ceca86c551ab296abf06dbc031734bc38d83621485aa09b4aa7d3e9ffcaeb4	
url-fetch-proxy-usage	2026-05-18T08:57:45+00:00	pastes			TEL	TEL094651	72	60966b4f95d3de129ba6ed85460e47ec80f7b6f4865d53b319c4b0f571cf8b85	
url-fetch-proxy-usage	2026-05-18T08:57:45+00:00	pastebin-k4be			TEL	TEL094651	62	ead7bfdde7bba9a6d0a0115df88e34cf049da714345b14f4a32ac6f2ea178fc6	https://pastebin.k4be.pl/view/d5b57923
url-fetch-proxy-usage	2026-05-18T08:58:06+00:00	pastes			TEL	TEL094678	72	1ed0977defd0efae2fc939d48258b66d3106f9844b07414569696a69ac58d379	
url-fetch-proxy-usage	2026-05-18T08:58:06+00:00	pastebin-k4be			TEL	TEL094678	62	bd37cf03dcb65132f3f47e3d9522e0b63bf85e7e1b484a9480e7141e755a23cd	https://pastebin.k4be.pl/view/e8722419
url-fetch-proxy-usage	2026-05-18T08:58:25+00:00	pastebin-k4be			TEL	TEL094700	62	3248abdcb007d6a3d849c153efc307f33776ee83a70f2b8c02fc2a4251637f33	https://pastebin.k4be.pl/view/5d530685
url-fetch-proxy-usage	2026-05-18T08:58:25+00:00	pastes			TEL	TEL094700	72	ce6c841c1efa2db2336eec43c0b947af3273471c1b113be6091afffa0af7c1d4	
url-fetch-proxy-usage	2026-05-18T08:58:46+00:00	pastes			TEL	TEL094721	72	1e775f2373ad8ceeec2e43caa43511256bb9c9833e4f8da3889b7047060d6298	
url-fetch-proxy-usage	2026-05-18T08:58:46+00:00	pastebin-k4be			TEL	TEL094721	62	ccce0cb67148bdd9a4f07b356e95f7671ffab083837125c08a973f229191f9a8	https://pastebin.k4be.pl/view/800668c2
url-fetch-proxy-usage	2026-05-18T10:16:05+00:00	pastebin-k4be	swarm	high	CiteTest	URLTEST1779099362	29	f888124a5d0f73664e73e92fee762694655737be20d925468798dcc885836b16	https://pastebin.k4be.pl/view/e005dc0d
url-fetch-proxy-usage	2026-05-18T10:17:30+00:00	pastebin-k4be	swarm	high	CiteTest	ANCHORTEST	71	5eb1fb13c16dfa06996af913d0da4b9f3369f1e0a9da7ef2c93ab07870b53114	https://pastebin.k4be.pl/view/30f8a1d4
url-fetch-proxy-usage	2026-05-18T10:19:25+00:00	pastebin-k4be	swarm	high	CiteTest	URLTEST3	42	243fd14b156087fe9a417f6600391efc5b7042243395faaf8b6b3ecf04c9c20f	https://pastebin.k4be.pl/view/253c38d4
url-fetch-proxy-usage	2026-05-26T15:16:26+00:00	pastes			agent0	SFTEST	920	e506c45bc1533a9449da0a509b6d2878afe78d411f020628486f791fc7a21e40	
url-fetch-proxy-usage	2026-05-26T15:39:26+00:00	pastes			agentR	RefQ0	919	22854bcca7d581979cba6942275eb46fefde29fa2c519dd7b108cef6beeca27b	
url-fetch-proxy-usage	2026-05-26T15:39:28+00:00	pastes			agentR	RefQ1	919	39d30224ecea9adca57440718bdac254669662c42402ebd1e779925f68b8fafc	
url-fetch-proxy-usage	2026-05-26T15:39:29+00:00	pastes			agentR	RefQ2	919	fdfad4bedd450dfdfcbba930247a554b2bd40518c1dd0d401208ac4c3fe32a0c	
url-fetch-proxy-usage	2026-05-26T15:39:32+00:00	pastes			agentR	RefQ3	919	4968ccc29061c3350459f37990f15a9d318d71e19cd6e439c987e2999d13cf58	
url-fetch-proxy-usage	2026-05-26T16:54:14+00:00	pastes			agentN	RefNX	484	959207a691da63084d87db389a78d1da79f96524b139b69247c180f4108aa24d	
url-fetch-proxy-usage	2026-05-26T16:57:01+00:00	pastes			agentN	RefNX2	485	70cf9cc10d239dd718d8a63afafd0ea409814faafe166ea54ebb43415a2c3b5d	
url-fetch-proxy-usage	2026-05-26T16:59:54+00:00	pastes			agentN	RefXY	441	cdf2579be47e458f58eece5aec2c19ae27f43b1d5d7be4ecee1776a5ae668bb0	
url-fetch-proxy-usage	2026-05-26T17:00:39+00:00	pastes			agentN	RefXY2	442	4b10b9af8417c5c1bc46597a8e07265dfc5925cb49271c25f553a78acd81d0a8	
url-fetch-proxy-usage	2026-05-27T16:22:08+00:00	anna.fyi	swarm	medium	Gracious Coyote	testvar	16	19498d093280be72b9b4c5a835e031a5a1022def49adb92129adde7535da90e9	https://anna.fyi/view/b76c5944
url-fetch-proxy-usage	2026-05-27T16:22:09+00:00	anna.fyi	swarm	medium	Gray Motmot	testvar	20	814c28d04a348e03c9850de37d1cd0b85616ed28e864ea01f897283985db6c1e	https://anna.fyi/view/6c9afcc2
url-fetch-proxy-usage	2026-05-28T00:24:00+00:00	pastes			&lt;a href=&quot;https://markdow	&lt;a href=&quot;https://markdown.new/example.com&	143	2a2cb513d7a72cf7bf0b287575ba007b62888833045313aa3f4c47131022b338	
url-fetch-proxy-usage	2026-05-28T13:03:09+00:00	pastebin-k4be			test	Ghtml599	242	31fc45aa383bdce43cb11cdce8491cdb245d658916395563f15ddd669ae38c38	https://pastebin.k4be.pl/view/964dd213
url-fetch-proxy-usage	2026-05-28T13:03:09+00:00	pastes			test	Ghtml599	229	d7817de4401e0f8b6ce748528de573baaa0f2219d5a1e52a271344f373a819b0	
url-fetch-proxy-usage	2026-05-28T13:03:12+00:00	pastes			test	Ghtml4strict99	235	4206dc9cdef3ebc2405e57172414b1eaecffe8eb51e78ef060f2a2d6b78522be	
url-fetch-proxy-usage	2026-05-28T13:03:14+00:00	pastes			test	Gxml99	227	90345411db3ac7fa949fd165f09a88c9da0f54f91010f8b8d4fdcfa140df16d1	
url-fetch-proxy-usage	2026-05-28T13:03:17+00:00	pastes			test	Gbbcode99	230	33243d54ec3d9d02c7783be7b366b0a9d4af46c490a06af97b839cb47532886a	
url-fetch-proxy-usage	2026-05-28T13:03:21+00:00	pastes			test	Gmarkdown99	232	c526c1fc8a4bab7852cdce422e0505a98830044047be78ee0d656cbb7c83c2aa	
url-fetch-proxy-usage	2026-05-28T13:03:23+00:00	pastes			test	Gurl99	227	5c4a342e5ceae07e0b3b72e66e847a880f70eaa20dc1db310c96132372ce3164	
url-fetch-proxy-usage	2026-05-28T13:03:26+00:00	pastes			test	Glatex99	229	bd81c2f439e302d84e13ed1744c10bfdc359a093e8efae927b43520c6f2638ee	
url-fetch-proxy-usage	2026-05-28T13:03:29+00:00	pastes			test	Gphp99	227	dca6d928893680eeaaf1460ce08a35052591a949cd755aae72b969e87c62e45e	
url-fetch-proxy-usage	2026-05-28T13:03:31+00:00	pastes			test	Gjavascript99	234	0056c29014da78eaa53652a0b31310051deeb05d199a2ce7420d4933e36ccdde	
url-fetch-proxy-usage	2026-05-28T13:03:33+00:00	pastes			test	Grobots99	230	ef4089efa5d661ba650c80de2c4fdbe89879a03d791482eb3d7ca19d07d8fc7b	
url-fetch-proxy-usage	2026-05-28T20:54:15+00:00	pastebin-k4be			agtest	linktry97976	220	1dd4ec198a86a637737a40c16fbc98e97c680d55259b1247585039a427f413a0	https://pastebin.k4be.pl/view/cbf4b460
url-fetch-proxy-usage	2026-05-28T20:54:15+00:00	pastes			agtest	linktry97976	211	69b1179ac1e06f1414b1cb82a2c382c58121bb7b563e928da20053776f23bd84	
url-fetch-proxy-usage	2026-06-01T13:18:13+00:00	pastes			Beefy Bison	agenttest	65	d237705c530c917fae7edf248fbd64ba4f1db0524a0ac0670464ff7ab319f534	
url-fetch-proxy-usage	2026-06-05T12:59:43+00:00	pastes			Small Water Vole	xss	53	8aab2891b6a5ac17ab99bb4f6ad90cbfa08517e3a659ae655c570e655ed8a24c	
url-fetch-proxy-usage	2026-06-16T09:25:44+00:00	pastes			x	relaytest	74	636b6bce847caf926dab7a1beaf5fc787b9e7b4ca5fa6dcc5c644f00ac2126b5	
url-fetch-proxy-usage	2026-06-16T20:02:52+00:00	pastes			Analyst	IowaTableauTip	287	d6c4af1467beb67676284ccaaae666bc8696d5c0c70a5d84ffbf79fec34676cf	
url-fetch-proxy-usage	2026-06-17T01:58:03+00:00	pastes			research	ProxyTestWonder	147	1f6e413b389f3d16661a6171450d5804cb2dc81c6de728b18ff7be0a17725d98	
url-fetch-proxy-usage	2026-06-17T02:00:20+00:00	pastes			research	Re ProxyTest	145	75155ff620ef5870d2094e8f97a5c22b8546fcc0a8fd1a8ec4a0ab00e3598b23	
url-fetch-proxy-usage	2026-06-17T02:11:03+00:00	pastes			research	ProxyBare	400	e1146b72d1bd060478a29c3815b27ca8a8ff1faf3c42ead2e475db637c9d8392	
url-fetch-proxy-usage	2026-06-17T02:17:24+00:00	pastes			research	Re: ptest	127	1458761e744694ef7259fbf5a2f1a453c9ea52bdd88c57477fd16a85ada6a776	
url-fetch-proxy-usage	2026-06-17T02:17:24+00:00	pastes			research	Re ProxyVariants3	135	c50e72a658f4821155ced955c80ef7584f0f39ea3f0407f8ff7129e5c4768a15	
url-fetch-proxy-usage	2026-06-17T11:50:05+00:00	pastes			Wet Hamerkop	palapiXYZ	187	55d1e46111d9d096b8db77eade6132ca3c0d87cfa8c8926ff4f87826ac38aeeb	
url-fetch-proxy-usage	2026-06-18T15:36:36+00:00	pastes			x	mytest	77	ded87b2c8c4d75453ed3e6420ced6eaccf673e52392d6786eb05876ca0df60cb	
url-fetch-proxy-usage	2026-08-21T21:48:55+00:00	pastes			Cream Marmoset	pari-transfer	306	ed9b61b386532932d0facceb758fd048218f04fb967d34566d491ac79cd6a3c1	
usaspending-cache	2026-05-26T15:52:33+00:00	pastes			agentR	RefAP	379	b03395a46793c02e267be89cc9fa74e6ccf91e189c62cd36b4020d6838172a30	
usaspending-cache	2026-05-26T15:53:44+00:00	pastes			agentR	RefAP2	380	3cd111df46fa15ed53ca48b8f1400f08b4ba0e0bf3309c8aeabae7f10b53daaf	
wp-recon-enumeration	2026-03-14T07:44:07+00:00	pastebin-k4be	unclear	low	labaspreces.eu	list of subdomains	7817	cb983cdeb87ad8eb7242df40da179b3c0b30234b07aaebf6b782d09f130a2492	https://pastebin.k4be.pl/view/e5ddb599
wp-recon-enumeration	2026-03-14T07:44:44+00:00	pastebin-k4be	unclear	low	  https://disqus.com/home/	disqus home atdt	1315	a1f4388160a4268c614a0a7465f5d4f7dc3f64c46182494f4ff16f60ef40f284	https://pastebin.k4be.pl/view/6a035268
youtube-watch-list	2026-08-15T19:44:06+00:00	anna.fyi	swarm	high	Diminutive Goat	Untitled	63180	871bcdd11e35f7db1833c894cd3278da9870e39c1fb256761ca1058191920ff6	https://anna.fyi/view/d4647aea
youtube-watch-list	2026-09-05T18:56:27+00:00	anna.fyi	swarm	high	Reliable Hog	Untitled	66661	a711f02fb16032eb16d8f5c790cac301db3877d1eeefa5185900433b426e671a	https://anna.fyi/view/027713a7
